FID,StationID,Bight,Latitude,Longitude
235,920,1994,34.013333330000002,-118.662166700000000
236,921,1994,34.013116670000002,-118.939516700000000
237,929,1994,34.009999999999998,-118.750500000000000
238,936,1994,34.007833329999997,-118.683166700000000
239,937,1994,34.006666670000001,-119.029633300000000
240,942,1994,34.006666670000001,-118.720500000000000
241,943,1994,34.006500000000003,-118.595333299999990
242,947,1994,34.005316669999999,-118.918483300000010
243,949,1994,34.003833329999999,-118.638499999999990
244,960,1994,33.998833329999997,-118.594333300000000
245,964,1994,33.973999999999997,-118.558833300000000
246,972,1994,33.995666669999999,-118.672166700000010
247,976,1994,33.994399999999999,-119.000083300000000
248,977,1994,33.993499999999997,-118.622833300000000
249,988,1994,33.990166670000001,-118.797666699999990
250,993,1994,33.988666670000001,-118.592500000000000
251,997,1994,33.987666670000003,-118.668499999999990
252,2066,1998,33.477190000000000,-118.596120000000000
253,2068,1998,33.474649999999997,-118.563230000000000
254,2070,1998,33.453989999999997,-118.480540000000000
255,2071,1998,33.419670000000004,-118.527680000000000
256,2072,1998,33.406059999999997,-118.488690000000010
257,2073,1998,33.419429999999998,-118.381790000000000
258,2075,1998,33.373739999999998,-118.497620000000000
259,2077,1998,33.395750000000000,-118.363780000000010
260,2078,1998,33.357619999999997,-118.536150000000010
261,2080,1998,33.347220000000000,-118.519360000000010
262,2081,1998,33.342649999999999,-118.518739999999990
263,2082,1998,33.368699999999997,-118.331030000000000
264,2083,1998,33.334139999999998,-118.501390000000000
265,2086,1998,33.309559999999998,-118.446340000000010
266,2087,1998,33.309460000000001,-118.428929999999990
267,2088,1998,33.306770000000000,-118.368390000000010
268,2089,1998,33.296700000000001,-118.408230000000000
269,2091,1998,33.295290000000001,-118.358120000000000
270,2093,1998,33.298220000000001,-118.284880000000000
271,2128,1998,34.246040000000001,-119.259240000000010
272,2129,1998,34.172980000000003,-119.227420000000000
273,2130,1998,34.171199999999999,-119.223500000000000
274,2131,1998,34.162909999999997,-119.224360000000000
275,2132,1998,34.156300000000002,-119.227320000000010
276,2133,1998,33.718420000000002,-118.069370000000010
277,2134,1998,33.715449999999997,-118.062169999999990
278,2135,1998,33.713569999999997,-118.059839999999990
279,2136,1998,33.618910000000000,-117.927280000000000
280,2137,1998,33.612819999999999,-117.924359999999990
281,2138,1998,33.614080000000001,-117.913780000000000
282,2141,1998,33.610669999999999,-117.902350000000000
283,2142,1998,33.607210000000002,-117.910580000000000
284,2143,1998,33.606760000000001,-117.905720000000000
285,2144,1998,33.607430000000001,-117.900210000000000
286,2145,1998,33.603760000000001,-117.888780000000000
287,2146,1998,33.602719999999998,-117.887580000000000
288,2147,1998,33.600549999999998,-117.893360000000000
289,2148,1998,33.594630000000002,-117.879580000000000
290,2149,1998,33.463030000000003,-117.703770000000010
291,2150,1998,33.462479999999999,-117.702340000000010
292,2151,1998,33.461829999999999,-117.697730000000010
293,2152,1998,33.759639999999997,-118.162710000000000
294,2153,1998,33.753590000000003,-118.157900000000000
295,2154,1998,33.748829999999998,-118.155950000000000
296,2155,1998,33.743330000000000,-118.167820000000010
297,2156,1998,33.739919999999998,-118.171220000000010
298,2157,1998,33.742330000000003,-118.153009999999990
299,2158,1998,33.728389999999997,-118.208590000000000
300,2159,1998,33.722329999999999,-118.210240000000000
301,2160,1998,33.723379999999999,-118.204500000000000
302,2161,1998,33.723379999999999,-118.201430000000000
303,2162,1998,33.713509999999999,-118.241620000000000
304,2163,1998,33.727809999999998,-118.166839999999990
305,2164,1998,33.730220000000003,-118.082660000000000
306,2167,1998,33.735599999999998,-118.157640000000000
307,2168,1998,33.711849999999998,-118.250789999999990
308,2169,1998,33.768009999999997,-118.278160000000000
309,2170,1998,33.764119999999998,-118.256000000000000
310,2171,1998,33.750219999999999,-118.249460000000000
311,2172,1998,33.749279999999999,-118.242610000000000
312,2173,1998,33.747630000000001,-118.237690000000000
313,2174,1998,33.734310000000001,-118.266600000000000
314,2175,1998,33.741039999999998,-118.226550000000000
315,2176,1998,33.731099999999998,-118.261280000000000
316,2177,1998,33.734589999999997,-118.242380000000000
317,2178,1998,33.727960000000003,-118.270640000000000
318,2179,1998,33.738930000000003,-118.210170000000010
319,2181,1998,33.729149999999997,-118.251050000000010
320,2182,1998,33.723869999999998,-118.262649999999990
321,2183,1998,33.726799999999997,-118.245980000000000
322,2184,1998,33.721310000000003,-118.269080000000000
323,2185,1998,33.733029999999999,-118.199450000000000
324,2186,1998,33.731259999999999,-118.193050000000000
325,2187,1998,33.731229999999996,-118.183989999999990
326,2188,1998,33.733989999999999,-118.088820000000000
327,2189,1998,33.952919999999999,-118.560289999999990
328,2190,1998,33.947920000000003,-118.528710000000000
329,2191,1998,33.936610000000002,-118.560959999999990
330,2192,1998,33.943719999999999,-118.519780000000000
331,2194,1998,33.920560000000002,-118.521500000000000
332,2195,1998,33.910260000000001,-118.524520000000000
333,2196,1998,33.902850000000001,-118.553200000000000
334,2197,1998,33.903779999999998,-118.500820000000000
335,2198,1998,33.887760000000000,-118.524370000000000
336,2199,1998,33.882280000000002,-118.535380000000000
337,2200,1998,33.747889999999998,-118.429150000000010
338,2201,1998,33.720540000000000,-118.392619999999990
339,2202,1998,33.722070000000002,-118.372559999999990
340,2203,1998,33.723419999999997,-118.347820000000000
341,2204,1998,33.696800000000003,-118.339060000000000
342,2205,1998,33.676870000000001,-118.305780000000000
343,2206,1998,33.675100000000000,-118.293300000000000
344,2207,1998,33.612330000000000,-118.065630000000000
345,2208,1998,33.601849999999999,-118.056470000000000
346,2209,1998,33.591619999999999,-118.062730000000000
347,2210,1998,33.589680000000001,-118.040620000000000
348,2211,1998,33.587879999999998,-118.009670000000000
349,2212,1998,33.589559999999999,-117.988990000000000
350,2213,1998,33.571840000000002,-117.977310000000000
351,2214,1998,32.689810000000001,-117.301019999999990
352,2215,1998,32.681310000000003,-117.310010000000010
353,2216,1998,32.676130000000001,-117.322149999999990
354,2217,1998,32.662570000000002,-117.310680000000000
355,2218,1998,32.666390000000000,-117.279780000000000
356,2219,1998,32.654960000000003,-117.331500000000010
357,2220,1998,32.659669999999998,-117.279979999999990
358,2221,1998,32.727899999999998,-117.205000000000000
359,2222,1998,32.718670000000003,-117.225710000000010
360,2223,1998,32.715760000000003,-117.230930000000000
361,2224,1998,32.712919999999997,-117.233670000000000
362,2225,1998,32.713380000000001,-117.230040000000000
363,2226,1998,32.711379999999998,-117.232130000000000
364,2227,1998,32.723759999999999,-117.207900000000000
365,2228,1998,32.724130000000002,-117.178200000000000
366,2229,1998,32.708939999999998,-117.176000000000000
367,2230,1998,32.701920000000001,-117.178700000000010
368,2231,1998,32.694850000000002,-117.156530000000000
369,2232,1998,32.692349999999998,-117.163990000000000
370,2233,1998,32.685730000000000,-117.151790000000010
371,2235,1998,32.640810000000002,-117.137069999999990
372,2238,1998,32.625480000000003,-117.128020000000010
373,2239,1998,32.682479999999998,-117.145090000000000
374,2240,1998,32.667430000000003,-117.154280000000000
375,2241,1998,32.670290000000001,-117.136619999999990
376,2242,1998,32.664929999999998,-117.149930000000000
377,2243,1998,32.664589999999997,-117.142820000000000
378,2244,1998,32.659660000000002,-117.131890000000000
379,2245,1998,32.650910000000003,-117.142790000000010
380,2247,1998,32.642350000000000,-117.124930000000010
381,2249,1998,32.620829999999998,-117.128000000000000
382,2251,1998,32.702260000000003,-117.161980000000000
383,2252,1998,32.691769999999998,-117.152980000000000
384,2253,1998,32.688209999999998,-117.137860000000000
385,2254,1998,32.676720000000003,-117.163259999999990
386,2255,1998,32.678010000000000,-117.129369999999990
387,2256,1998,32.676780000000001,-117.135769999999990
388,2257,1998,32.676929999999999,-117.134150000000010
389,2258,1998,32.676000000000002,-117.132150000000000
390,2259,1998,32.670150000000000,-117.124770000000000
391,2260,1998,32.667230000000004,-117.129990000000010
392,2262,1998,32.651429999999998,-117.122930000000000
393,2263,1998,32.716079999999998,-117.176150000000010
394,2264,1998,32.685400000000001,-117.132930000000000
395,2265,1998,32.683900000000001,-117.140280000000000
396,2266,1998,34.398200000000003,-119.821400000000000
397,2267,1998,34.405700000000003,-119.825400000000000
398,2268,1998,34.400100000000002,-119.810599999999990
399,2269,1998,34.397300000000001,-119.666900000000000
400,2272,1998,34.398299999999999,-119.659300000000000
401,2273,1998,34.130200000000002,-119.198500000000000
402,2274,1998,34.123899999999999,-119.197700000000000
403,2275,1998,34.130000000000003,-119.194000000000000
404,2276,1998,34.124000000000002,-119.182800000000000
405,2277,1998,33.508200000000002,-117.765100000000000
406,2278,1998,33.504899999999999,-117.763499999999990
407,2279,1998,33.515700000000002,-117.766099999999990
408,2280,1998,33.508899999999997,-117.768900000000000
409,2281,1998,33.432899999999997,-117.698500000000000
410,2282,1998,33.436000000000000,-117.678900000000000
411,2283,1998,33.431699999999999,-117.689500000000000
412,2284,1998,33.433999999999997,-117.697000000000000
413,2285,1998,33.158999999999999,-117.398200000000000
414,2286,1998,33.166600000000003,-117.388600000000000
415,2287,1998,33.159300000000002,-117.389200000000000
416,2288,1998,33.158600000000000,-117.384600000000010
417,2289,1998,33.103200000000001,-117.358099999999990
418,2290,1998,33.116000000000000,-117.358700000000000
419,2291,1998,33.100000000000001,-117.352900000000010
420,2292,1998,33.119100000000003,-117.356399999999990
421,2293,1998,32.999800000000000,-117.292400000000000
422,2294,1998,33.003399999999999,-117.304800000000000
423,2295,1998,32.991100000000003,-117.299100000000000
424,2296,1998,32.998899999999999,-117.297000000000000
425,2297,1998,33.722999999999999,-118.235300000000000
426,2298,1998,33.729100000000003,-118.233800000000000
427,2299,1998,33.720300000000002,-118.233700000000000
428,2300,1998,33.718200000000003,-118.239200000000000
429,2301,1998,34.401000000000003,-119.832800000000010
430,2302,1998,33.509900000000002,-117.776500000000000
431,2303,1998,33.518900000000002,-117.782100000000000
432,2304,1998,33.521400000000000,-117.769800000000000
433,2305,1998,33.975700000000003,-118.471200000000000
434,2306,1998,33.935899999999997,-118.453000000000000
435,2307,1998,33.962499999999999,-118.476200000000010
436,2308,1998,34.084099999999999,-119.090800000000000
437,2310,1998,34.090699999999998,-119.072100000000010
438,2311,1998,33.755600000000001,-118.185100000000010
439,2312,1998,34.020600000000002,-118.665000000000010
440,2313,1998,34.027799999999999,-118.682599999999990
441,2314,1998,34.027099999999997,-118.682599999999990
442,2315,1998,32.769500000000001,-117.269800000000000
443,2317,1998,32.767099999999999,-117.276500000000000
444,2318,1998,33.723700000000001,-118.127000000000000
445,2319,1998,33.737200000000001,-118.143400000000000
446,2320,1998,33.732999999999997,-118.121500000000000
447,2321,1998,33.729500000000002,-118.134000000000000
448,2325,1998,33.627800000000001,-117.987200000000000
449,2326,1998,33.622700000000002,-117.956200000000000
450,2328,1998,34.220199999999998,-119.288900000000000
451,2329,1998,34.250000000000000,-119.276600000000000
452,2330,1998,34.239400000000003,-119.280700000000000
453,2331,1998,34.245800000000003,-119.289400000000000
454,2335,1998,32.544699999999999,-117.154799999999990
455,2338,1998,34.269700000000000,-119.341100000000000
456,2339,1998,34.266959999999997,-119.312230000000000
457,2340,1998,34.265000000000001,-119.340800000000000
458,2341,1998,34.088349999999998,-119.151332999999990
459,2342,1998,34.070067000000002,-119.159650000000000
460,2343,1998,34.024417000000000,-118.851800000000000
461,2344,1998,34.018833000000001,-118.856300000000000
462,2345,1998,33.507416999999997,-117.768450000000000
463,2346,1998,33.494050000000001,-117.777133000000010
464,2347,1998,33.404833000000004,-117.654417000000000
465,2348,1998,33.395350000000001,-117.665083000000000
466,2349,1998,32.894599999999997,-117.268833000000000
467,2350,1998,32.888683000000000,-117.277717000000000
468,2351,1998,32.821500000000000,-117.320200000000000
469,2352,1998,32.542033000000004,-117.190233000000010
470,2353,1998,32.552000000000000,-117.263667000000000
471,2354,1998,34.458869999999997,-120.312830000000010
472,2355,1998,34.451599999999999,-120.336240000000000
473,2356,1998,34.447879999999998,-120.073449999999990
474,2357,1998,34.406320000000001,-119.940790000000010
475,2358,1998,34.396810000000002,-119.972500000000000
476,2359,1998,34.398389999999999,-119.864760000000000
477,2360,1998,34.393999999999998,-119.875380000000010
478,2361,1998,34.399679999999996,-119.571060000000000
479,2362,1998,34.368830000000003,-119.668290000000000
480,2363,1998,34.355280000000000,-119.628770000000000
481,2364,1998,34.342739999999999,-119.656830000000000
482,2365,1998,34.344079999999998,-119.562580000000000
483,2366,1998,34.331470000000003,-119.610590000000000
484,2367,1998,34.317410000000002,-119.533150000000010
485,2368,1998,34.301189999999998,-119.463100000000000
486,2369,1998,34.304139999999997,-119.425330000000000
487,2370,1998,34.298650000000002,-119.362300000000000
488,2371,1998,34.264840000000000,-119.509660000000000
489,2372,1998,34.239809999999999,-119.602130000000000
490,2373,1998,34.220550000000003,-119.385880000000000
491,2374,1998,34.188420000000001,-119.491380000000010
492,2375,1998,34.187579999999997,-119.355400000000000
493,2376,1998,34.178669999999997,-119.346860000000010
494,2377,1998,34.038420000000002,-118.939320000000000
495,2378,1998,34.032010000000000,-118.922290000000000
496,2379,1998,34.018999999999998,-118.837290000000000
497,2380,1998,34.018099999999997,-118.759429999999990
498,2381,1998,34.002949999999998,-118.769330000000000
499,2382,1998,34.023209999999999,-118.592820000000000
500,2383,1998,34.011180000000003,-118.512950000000000
501,2384,1998,33.930140000000002,-118.504690000000000
502,2385,1998,33.906379999999999,-118.457070000000000
503,2386,1998,33.878120000000003,-118.424480000000000
504,2387,1998,33.848340000000000,-118.452220000000000
505,2388,1998,33.748159999999999,-118.148880000000010
506,2389,1998,33.709499999999998,-118.321929999999990
507,2390,1998,33.693339999999999,-118.264690000000000
508,2391,1998,33.709409999999998,-118.137739999999990
509,2392,1998,33.705069999999999,-118.155270000000000
510,2393,1998,33.682810000000003,-118.088310000000010
511,2394,1998,33.651029999999999,-118.249070000000000
512,2395,1998,33.672620000000002,-118.054040000000000
513,2396,1998,33.648000000000003,-118.149500000000000
514,2397,1998,33.650010000000002,-118.126090000000000
515,2398,1998,33.619199999999999,-118.143069999999990
516,2399,1998,33.634779999999999,-117.994840000000000
517,2400,1998,33.603459999999998,-118.095450000000000
518,2401,1998,33.591400000000000,-117.957759999999990
519,2402,1998,33.557580000000002,-117.829710000000010
520,2403,1998,33.518599999999999,-117.802970000000000
521,2404,1998,33.422029999999999,-117.655410000000000
522,2405,1998,33.294449999999998,-117.559560000000000
523,2406,1998,33.281640000000003,-117.471030000000000
524,2407,1998,33.260199999999998,-117.523520000000000
525,2408,1998,33.105130000000003,-117.361909999999990
526,2409,1998,33.000700000000002,-117.283340000000000
527,2410,1998,32.772089999999999,-117.354590000000000
528,2411,1998,32.752670000000002,-117.342980000000000
529,2412,1998,32.721449999999997,-117.296260000000000
530,2413,1998,32.690359999999998,-117.278280000000000
531,2414,1998,32.676830000000002,-117.189989999999990
532,2415,1998,32.658630000000002,-117.182140000000000
533,2417,1998,32.624949999999998,-117.214789999999990
534,2418,1998,32.595199999999998,-117.314809999999990
535,2419,1998,32.589379999999998,-117.263610000000000
536,2421,1998,33.766460000000002,-118.241320000000000
537,2422,1998,33.746679999999998,-118.252950000000000
538,2423,1998,32.780929999999998,-117.249600000000000
539,2424,1998,32.766680000000001,-117.246860000000000
540,2425,1998,32.767150000000001,-117.235510000000000
541,2426,1998,33.734259999999999,-118.231489999999990
542,2427,1998,33.731079999999999,-118.235260000000000
543,2428,1998,33.718760000000003,-118.259150000000010
544,2429,1998,33.710020000000000,-118.281409999999990
545,2430,1998,33.769159999999999,-118.224530000000000
546,2431,1998,33.753340000000001,-118.224149999999990
547,2432,1998,33.750850000000000,-118.230510000000000
548,2433,1998,32.722389999999997,-117.209500000000010
549,2434,1998,32.724870000000003,-117.183590000000000
550,2435,1998,32.711590000000001,-117.222890000000010
551,2436,1998,32.715040000000002,-117.183080000000000
552,2438,1998,32.622290000000000,-117.101440000000000
553,2439,1998,32.726030000000002,-117.189460000000000
554,2440,1998,32.718510000000002,-117.174840000000000
555,2441,1998,32.691110000000002,-117.238029999999990
556,2442,1998,32.689259999999997,-117.237070000000000
557,2443,1998,33.983310000000003,-118.450550000000010
558,2444,1998,33.981250000000003,-118.448230000000000
559,2445,1998,33.978330000000000,-118.455510000000000
